"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.188555401528096","0.0665938114123568","0.608291636986276","1.72442275716256","1.10020924585916","3.16805363549908","12.2707797402698","6.61258080861414","5.45043315573561","3.29806741743693","4.65949974895048","4.37657009672658","6.90990201303095","5.96010633958357","7.3073150316137","7.25233197719082","8.09234920917782","8.78869455248089","5.71603784546004","6.44066836705362","4.67672787765567","3.11193148125796","3.50211424719527","1.74473699241328","3.16450822069324","2.17684677683483","2.14180606651725","0.741199240149151","",
"American Samoa","ASM","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","2.83882858940304","-7.85167467538888","7.79244741939149","14.9127648905226","15.1513373975042","13.9928824628766","2.74507941414092","2.11159950934461","6.47507299741646","7.78129357132275","11.4469673344909","8.26611470909774","9.82404726203537","13.1907107216844","11.3746626582911","3.93528477960921","2.84780998913472","4.20557224184083","5.45404385818588","3.05364479536197","3.37111668580321","3.12891177578083","6.75966240320195","5.21750627465041","12.2991255263036","8.0877409804305","19.4210489259473","8.73806633994693","21.600329833454","30.9952183997774","25.7628907164722","11.5894612334052","6.56555460743135","8.41640182621901","5.7277140401482","10.7810607557117","11.3664742578945","3.70183780934229","8.530357746702","6.78219276366958","10.6905293321088","8.41423246225101","8.26452810808873","",
"Australia","AUS","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","2.16061608893401","2.55439865003032","2.02494964069722","0.211511828802634","1.49214023427776","0.461332147816309","0.996478544266614","1.03364737368101","1.41463850316616","1.10416970585751","1.24388136161708","1.32608131852787","1.17788126455776","1.68663089305882","0.221211133970101","1.16219820180223","2.94445600271108","2.74050113314139","3.59068232169188","2.67646051871885","2.71668887853137","0.80148590341889","1.51834291346392","1.70201515776244","1.38115952968005","3.60649777489754","1.13788870306707","1.85794238020227","1.90223485950494","0.568214939567848","3.58369362909274","2.8271135305818","3.7072446726536","1.92242681494962","6.98632797860585","-3.61013344708722","4.08679675381824","5.20402936159806","4.2800552794293","3.09072599082648","3.06823506617928","4.68949992071525","3.72131318042697","3.42549581514642","4.3063219941216","3.47216754349266","3.56095429419089","3.5633854369823","4.30699538716403","2.88781637860906","",
"Austria","AUT","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.732777982692639","0.799227882288207","0.65912309271996","0.544663569613653","0.503135897686133","0.197482692225843","0.212360452737618","0.18781370589759","0.229467874540903","0.253498582850049","0.291619753734813","0.461073495381914","0.291714010689953","0.299662997484513","0.169507119794363","0.243804293929655","0.18518579343936","0.31851200674812","0.334055120497301","0.437230958626871","0.392278455333375","0.207141576445997","0.761499202839267","0.590980049354998","1.01988382817464","0.757178434060479","1.82233844744446","1.25427421892546","2.09468407932145","1.3695647510546","4.31962550948828","2.88309298228325","0.0648363837437951","2.36726090513175","1.0580275788808","25.6653971470983","3.12514947791801","17.7173406826104","1.46438004562602","3.57347684121608","-5.61565003443295","5.33121321219852","1.27462102416561","0.104891997865552","0.387373361663698","-2.08889644070062","-7.31588324378827","3.24792751126693","-6.27662397974464","-1.82023812511678","",
"Azerbaijan","AZE","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.84360821990926","13.6533477832974","19.7484594561956","28.1365725168603","23.0067972039761","11.1388097798734","2.46428917572752","14.3591301584017","32.4667011859794","55.0702972504023","54.3652721964315","33.7950471423438","21.3790636203604","13.9007147102484","8.16090965787349","6.54760084266112","6.337255132933","6.80062068276948","7.59608356760687","3.53193139888625","5.88810891600482","7.62633633321074","11.8826533237788","7.01687943666137","2.97794611197123","3.12183056112494","",
"Burundi","BDI","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.0411976025349473","","0.166123341081897","0.144575222438011","0.0637194505231799","0.0760119085323367","0.0178407057679777","-0.0456591352768567","0.145847710227366","-0.0383388214646282","0.50014859487239","1.14339178711724","0.0888255291150346","0.280720856762503","0.12054979648137","0.046832716873145","0.126820029714969","0.120879772464207","0.110552499276144","0.0509215013186548","0.110894210226116","0.0764520532874519","0.0554078910909431","0.0504648856980534","0.000427861408178981","0.198107378489511","0","0","0","-0.0588051848971754","1.34215199240978","-0.0013048564735641","0","0","0.00488285714415742","0.0523404229187196","0.00248110554125564","0.0368858079439631","0.237816290297378","0.0195573010018888","0.0384119120504574","0.150056707532759","0.0259254082933086","4.761214324173","3.0212026986125","1.59847145864393","0.00202796337554414","0.0115157447772025","0.0368652311931706","0.0397106808249841","",
"Belgium","BEL","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.17575711437835","1.43519835301943","1.03737177455435","1.50595465286725","2.02915856675675","1.45345054898808","1.22590690259046","1.53902879649781","1.41812272871722","0.971564769739136","1.21799917270847","1.32383247921808","1.59852890452747","1.47928113384372","0.467153203211123","1.21886073677275","0.608121458920649","1.57631071531358","3.2116443541361","4.27489029065365","3.91889227088431","4.44753957098212","4.80693439303708","4.78369263919673","3.47657482650626","3.71102444734668","5.03718760952012","4.74788988025515","8.77679407696031","46.3641124511984","37.5685906251901","37.2887334759807","7.04585014771891","10.8888652980622","12.0742736119187","8.73043233437076","14.4199426286844","20.528738142323","36.9532514977259","16.0704608746845","26.092414949357","31.306951916507","2.38023345027808","-5.682227348616","-2.84393021622138","-4.22249472994031","12.0945056635852","-7.43512263651177","-7.66127736873949","-5.61855163327765","",
"Benin","BEN","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","2.00822618509277","0.835638862906499","1.16978474958463","0.69392670391818","-0.422446607142272","0.279190960980148","0.351140016699244","0.416775236199048","0.0811072823578715","0.300788153885413","0.30717317865054","0.161898128530019","-0.000960153766245716","0.000958313286141234","0.00108861316369405","-0.00860657040308325","0.0823290412321545","0.0064003603439806","-1.33695978247465","-0.0744505331251627","-0.15076002499864","0.0198255549527429","0.056291442095627","-0.951216946168722","-0.444751626782498","-0.356668621485476","-0.620945778428142","0.537109689127007","0.460029229908051","0.253298426509993","-0.363490771082028","0.456588188101695","-0.462423397218666","0.19887034038696","-0.65868855606906","-0.133820378880501","-0.175764659089172","1.70386967071142","0.492562944897496","-0.193121755161533","0.561144790845935","1.50844042217454","2.52705758501562","2.87863733132194","3.05420944291852","1.31501182569599","1.1148812817685","1.58170508811357","1.36073583540309","1.51620777524853","",
"Burkina Faso","BFA","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.08725921063853","0.207292077680071","-0.120982603287441","0.652070639991316","0.355462857426104","0.0319158204163534","0.209923296749087","0.439346796451544","0.0786129752524497","0.0852168262155114","0.0010369574338943","0.136836495806418","0.111145952973379","0.123728443687512","0.114392962351985","-0.0921099120558627","0.154200991315322","0.0561220589778251","0.141817368390408","0.216777282754772","0.0148324865312598","0.0181815532351174","0.0927416537151518","0.0993388144361863","0.969328516043198","0.412551083649696","0.627288465571424","0.398984058204667","0.157122702247256","0.233833727752958","0.778458229419634","0.196436738103104","0.41481587413695","0.61429926500361","0.263190290619662","0.848145934172085","1.28064572547658","0.284717928373465","0.351169691205579","0.599468910293595","0.384492249354512","1.19074486798979","2.62145971019019","3.64766755416689","2.56255139217139","1.95992716360769","3.04380342193081","0.0182370326419022","1.68919955715947","1.00734644615815","",
"Bangladesh","BGD","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","0.00143124174703601","0.0289363096798236","0.0175824730598327","0.00793554973137473","0.0535725934999904","0.072322992647562","0.0579742131990397","-0.0514600245821338","0.0469179455582188","0.0264695357833656","0.0375700405927019","0.0022941532029319","-0.00292412703814179","-0.0298943959229265","0.0111899311751012","0.0131907256034205","0.00691614470349613","0.000861339485757247","0.0102498456011247","0.00449146424413688","0.0117375764038405","0.0423616549795559","0.033012230974896","0.00499837818821928","0.0291349551912921","0.288896567530215","0.380236166897956","0.350304290993085","0.525362089236089","0.145443904569924","0.0955793676464671","0.445960783298092","0.689472335587341","1.17120896046669","0.635657187878018","0.817754424203324","1.4497483960094","0.879494542360121","1.06893486111064","0.983166533919391","1.1881028498084","1.73541854006515","1.46871287737332","1.45128764663678","1.0535522887012","0.724996642403865","0.883679502978234","0.630610126635897","",
"Bulgaria","BGR","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0.0193872740170872","0.510803242446573","0.400946215139442","0.369354299096688","1.08688736681887","0.476207945892302","0.8865953833816","4.46094574623626","3.57479973847336","6.00842981242069","7.56089691165576","5.73160587104507","5.51526099985582","9.91624654108163","11.7461706789733","13.7201916627639","22.9043630840043","31.2470189183636","18.9142471117291","7.49020002576984","3.63619782168189","3.64749334004697","3.2929682601939","3.56394027272256","1.91583999206372","4.37436521561917","2.75870709167437","3.39072421691432","2.72719509208229","3.0120256340384","",
"Bahrain","BHR","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","-13.6048785247406","0.119671753968863","0.780566094868503","1.71603532213727","3.60231529170047","2.77474328162553","-1.0455693996689","-1.0584915366545","5.99813231808059","4.68093894128175","2.16926559356137","13.4182174338883","18.282579489476","-5.28819122278764","3.74032691068299","7.36112680738262","33.5660175347339","5.1862288175725","2.90201967187026","6.85299995707791","4.01154558234919","0.895243944446186","2.26180894388217","4.66554367760964","6.58021002500264","6.56659445840229","15.7508650085887","8.08243218951671","6.97757782740497","1.12105291032726","0.605800045797767","2.71349353049908","5.02346532615333","11.4559732697771","4.54843083119189","0.208992859981636","0.754928694303382","1.46272268847081","0.294089711433264","2.43646174287166","",
"Bahamas, The","BHS","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","14.9176348470806","9.53261248692013","15.3037739042139","15.2407214189894","22.6818469323213","2.94867494129487","2.27378912941909","4.4039270687237","-0.132148005766458","0.842252952952013","0.307047105519359","2.41149667017175","0.17740606982196","-0.346260387811634","-0.240066630738327","-1.30133155088256","-0.533872598584429","0.397936639570252","1.30238830334646","0.829523187459177","-0.536955148452306","-0.0417850576633796","0.00964940495336121","0.882923673997413","0.72414851181344","3.11752697579469","2.43280687170961","3.31629913649887","2.1497917526437","1.94303131104509","3.09850714482936","1.23072964943982","1.72038337334312","2.14428489451629","3.02143829739302","5.72797116772737","6.94760136713467","6.71809341196458","8.17172902365571","6.65159948547179","8.63699216304667","6.61957509346653","4.908082645399","3.64236845615841","2.25504517513394","0.639798872638891","3.25534109709321","2.46436056795337","3.82779517697477","2.00993779963956","",
"Bosnia and Herzegovina","BIH","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62111588118546","3.77274143456709","2.62376448546688","2.04274817736801","3.9794719788548","4.49234454845702","8.7579873790264","5.55836625993049","6.57589168763454","11.6737396673356","5.25750201964551","0.786376207809004","2.58395450180469","2.5294608594067","2.27613126759199","1.724021678818","2.93556604970336","2.3618612224915","1.85167809259009","2.81778258123987","2.98246076424119","2.16675657727624","",
"Belarus","BLR","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0590119709998314","0.108975890216881","0.708145893170836","2.49205353978682","1.33120466673598","3.65345875037673","0.93257570781055","0.775405864952368","1.69313268269168","0.963663960967926","0.707732068059162","1.01497746172797","0.96632835858554","3.99161614279995","3.60068232879372","3.68851893113794","2.43505653333396","6.48080196585787","2.22820691918271","2.97386461822441","2.36252922122526","2.92676959277302","2.6128050216432","2.33213850448518","2.3762618776861","1.9768777744873","",
"Belize","BLZ","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","13.3186726659168","5.64119464469619","","","","","","","1.46735143066764","-0.0329380764163373","","-1.01994057953944","","","-1.72589157665766","1.73999947218486","1.98585449478499","2.43700642062663","4.37372396231018","5.05236730347184","4.17388152125633","3.05809881819097","3.00833250250646","1.64225508041427","2.64412612014512","3.392849227744","2.58392294984883","1.82635385067346","2.56116318890211","8.00722119065713","3.55313433543757","7.04488655948682","2.75197074077387","-1.11071845960244","10.6046782749013","11.5102943982765","8.9896090748403","11.0391595259668","12.5555832721563","8.26230210554354","7.0034476382016","6.52715375485132","12.7520997318139","5.84064035045559","8.46242807745053","3.43376835995794","1.82939340586375","1.71273108523014","6.36993895949505","4.73691618915791","",
"Bermuda","BMU","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.18315877479306","3.28036622557932","1.81985920606612","1.92229282122763","1.13572050190152","0.137152331538839","0.308131445530601","18.543033953419","0.897674181658031","-1.43505859375","9.12004716705005","2.45744472252848","-1.06291792617825","3.3568408029942","-4.08488216132165","0.746514450097399","0.849151218045338","-0.0534057831746824","-2.15032691390736","-1.06108315938513","-4.03383539732899","1.32076448207162","0.0586552674979654","",
"Bolivia","BOL","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.94335639794736","0.173417332513829","1.28854949162679","0.364221272554606","2.10608273449769","2.56152784820649","-0.296487826293742","-0.0371812142890324","0.305995851174171","0.791614566012637","1.03823423423423","1.28900277777778","0.556600522346369","0.129093152866242","0.113461363518892","0.18596771644159","0.252631224738816","0.881205288191727","-0.219679089352644","-0.5173899349814","0.55879893824674","0.973186046005964","1.64957050525016","2.15879655434373","2.17680436868237","5.84790923228249","6.40938403475409","9.21814410794617","11.1714610888831","12.1966294042249","8.76825043369255","8.66858332428431","8.55789343094918","2.44235447439327","0.745772609767832","-2.49888003083514","2.45168236697263","2.79183786661419","3.07260183830872","2.43967814961289","3.16544356281973","3.58444214873176","3.91355014600337","5.70662212001456","1.98982485657943","1.68072787964281","0.988080149283549","1.89949328113362","0.750524780940684","-0.529735011404666","",
"Brazil","BRA","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.925399503868594","0.918767247020645","0.787030229541523","1.41245107614379","1.10014598451496","1.00771220853274","1.0152188208109","1.03944503129257","1.00160453389634","1.09289763404408","0.804992588829738","0.976686740403903","1.07255754578395","0.848375851273491","0.846341838863818","0.683327524795314","0.134512963760118","0.412991265387704","0.909404711589111","0.325910170090382","0.253118795948323","0.321941124873752","0.627993817503034","0.350804999129415","0.584730926619457","0.631585790995112","1.47596541133615","2.1504523942889","3.34088713373843","4.73376982673849","5.0339171410898","4.14759326073982","3.25358063263725","1.81340059419327","2.7135320801157","1.73389357187282","1.75312543459876","3.19082655901557","2.99060892552412","1.88848240432611","3.73001226971517","3.91517954125566","3.7549621084026","3.04150922944808","3.57135261311195","3.59214973105335","4.13737853873766","3.33826028428024","4.07748708411665","3.68375319892769","",
"Barbados","BRB","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","0.768958541668625","1.11620867625425","1.58231743407684","0.992531437393942","1.62547745309191","4.52076334272788","2.89445432220039","3.3476791610888","3.01995706962836","1.30661685438455","2.67282392026578","0.344084832451499","0.500725184709284","0.416576137689615","1.43314278511253","0.432814010713655","0.557283807402607","0.367464175938115","0.738375063873275","0.455674015101952","0.601949040905939","2.87796552313736","0.670002532391207","1.12886960476149","1.03513021371689","1.61051383944511","2.40879045285177","2.99574106858733","7.35049907613069","5.75483061520486","6.62895921033532","10.2123680027307","8.11541193159455","10.1926524809585","12.8552326986416","7.97241641719852","9.3893446486755","9.86694442007515","11.4543528092711","2.22556021294586","16.047854276893","14.6028832091009","11.54635577101","4.14137203696264","4.74975916642092","4.13457477442887","",
"Brunei Darussalam","BRN","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","47.7607508208683","-8.88503317299718","-1.39576846516501","0.0669603681442524","0.19374482073236","0.0727550173260179","-2.17067239270783","-0.189874751585124","0.23537280304403","0.0124831477259681","-0.397052039114615","-0.254453867418288","0.145629280587365","0.0941550240647965","0.02114990394745","0.104154470286238","-0.256508879196199","-0.00254132979365271","0.0170958114796484","0.334955861840934","0.198832471399467","0.135074276778733","0.167322083639032","0.194850768766958","0.144103572000641","12.3100569677383","12.7765978095106","13.5019249967604","14.1503126843658","16.2580145367891","9.15836044684235","1.08362189010565","3.93049837597171","1.88828155515105","1.43802178934314","1.83675498095092","0.765769354306188","2.1035446532851","1.54368804404399","3.03369097831975","3.50703687947836","3.73094918378405","4.54067743723873","4.28677622359659","3.32131448333115","1.32470174845995","-1.32052233784439","3.85820831655778","3.80474135275375","2.77114148390794","",
"Bhutan","BTN","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.556215706339094","0.249667115087885","","","","0.0172137896946248","0.461383034387165","-0.198716319315617","","0.263049544041905","","","0.465664584170841","0.557959009634893","1.29810957494227","0.779343363859446","0.699745468318207","6.32159816635845","0.25606601315953","1.48294127188398","4.86268935504862","1.75238263389273","1.36871553221374","1.16350351902556","1.23407504172749","0.32196843698084","0.550454644081003","-0.67556304625888","0.108279483744831","0.513136316616896","",
"Botswana","BWA","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","0.0228732868478","-10.7746831568611","3.02948824153603","2.7088740104211","6.91313120402027","15.594005953769","10.5144880654679","8.23557150145562","2.07653465874176","2.02973794357501","5.00925840194046","4.80924996218625","5.05548131317513","5.77952301883631","1.50958474335273","1.36798766623242","2.52969969216508","-0.208265920163062","-0.0377228922984643","-6.89767991877082","-0.332319066404683","1.48845930806704","1.468356845369","1.99413279657563","1.98974958685387","0.668733485559009","0.987700169396242","0.558884523880212","7.50152806827716","5.56528127484831","4.36383657370126","4.24294905100869","4.80290702434222","4.52172788291425","4.75938373424467","2.03269300780976","1.70787313911129","1.90990482250168","1.01588395547621","0.450529647174621","3.29093348337211","2.7878417968973","0.9449485206392","1.61964222140531","1.69061675690844","0.564111762365876","",
